text,tokenized,cluster
anxiety kambuh asalkan punya uang hal bisa buat ngilangin efek yang jadi masalah kambuh uang punya berasa mmau mati,anxiety kambuh asalkan punya uang hal bisa buat ngilangin efek yang jadi masalah kambuh uang punya berasa mmau mati,0
maff di grup yang pakai alfrazolam gimna rasa nya aku mau kemana suka cemas takut gelisah belum berangkat sudah panik duluan,maff di grup yang pakai alfrazolam gimna rasa nya aku mau kemana suka cemas takut gelisah belum berangkat sudah panik duluan,0
aneh kadang berasa aneh dada ini di namakan sensasi jantung skip nafas lossdol pikiran tentang mati takut mati sudah dekat lahiran,aneh kadang berasa aneh dada ini di namakan sensasi jantung skip nafas lossdol pikiran tentang mati takut mati sudah dekat lahiran,0
yang berdiam di rumah yok semangat jalan pagi jalan pagi sehat paksain takut semua kalau di paksain sembuh pikiran mati semngatlah,yang berdiam di rumah yok semangat jalan pagi jalan pagi sehat paksain takut semua kalau di paksain sembuh pikiran mati semngatlah,0
mohon sarannya kakak saran makan sehat penyakit gerd makan saja sehat pemulihan juga makanan tidak di makan penyakit gerd ajamaksih,mohon sarannya kakak saran makan sehat penyakit gerd makan saja sehat pemulihan juga makanan tidak di makan penyakit gerd ajamaksih,0
gatungkan nasibmu orang meskipun orang tuamu orang tapi posisikan sebagai pelengkap belajar sesungguhnya di ciptakan dan mati,gatungkan nasibmu orang meskipun orang tuamu orang tapi posisikan sebagai pelengkap belajar sesungguhnya di ciptakan dan mati,0
sensasi tubuh itu efek asam lambung tidak heboh terus kalian sembuh setiap sensasi disangkut pautkan penyakit berat kematian,sensasi tubuh itu efek asam lambung tidak heboh terus kalian sembuh setiap sensasi disangkut pautkan penyakit berat kematian,0
assalamualaikum maaf izin aku anxiety alhamdulilah sudah membaik kepala sebelah kiri sakit tangan kaki sebelah kiri lemas tanya obat apa,assalamualaikum maaf izin aku anxiety alhamdulilah sudah membaik kepala sebelah kiri sakit tangan kaki sebelah kiri lemas tanya obat apa,0
kakak sedih deritaku keluarga suami anggap spele suamiku yang lakuin di nilai baiktp harus brtahn anak kutlng aku kakak solusinya,kakak sedih deritaku keluarga suami anggap spele suamiku yang lakuin di nilai baiktp harus brtahn anak kutlng aku kakak solusinya,0
istrirasanya enak umur masih tapi sayang belum punya pekerjaan ekonomi keluarga lagi tidak baikdoakan agar keinginanku terwujud teman,istrirasanya enak umur masih tapi sayang belum punya pekerjaan ekonomi keluarga lagi tidak baikdoakan agar keinginanku terwujud teman,0
sensasi nafas yang kumat tidur siang nafas berhenti hasil bangun tidur nafas sesak susah ambil nafas hosa mikirnya mati mendadak yaallahtakut nafas berhenti,sensasi nafas yang kumat tidur siang nafas berhenti hasil bangun tidur nafas sesak susah ambil nafas hosa mikirnya mati mendadak yaallahtakut nafas berhenti,0
tidak merasa telinga berdenging kaki tangan dingin kesemutan nafas plong badan goyang sensasi mau mati tidak mati jalan lemes ingin pingsan tidak pingsan,tidak merasa telinga berdenging kaki tangan dingin kesemutan nafas plong badan goyang sensasi mau mati tidak mati jalan lemes ingin pingsan tidak pingsan,0
tanya saran teman buruk sih kita pergi rumah tahan orang rumah berantem terus gitu di salahin padahal tidak salah apa,tanya saran teman buruk sih kita pergi rumah tahan orang rumah berantem terus gitu di salahin padahal tidak salah apa,0
merata iya orang penyakit lambung seakan yang takut iya orang ku lht tenang iya menghadapi iya hbs sakit perut dtg lh begah perut ku penuh di ulu hati,merata iya orang penyakit lambung seakan yang takut iya orang ku lht tenang iya menghadapi iya hbs sakit perut dtg lh begah perut ku penuh di ulu hati,0
gabungin di grup chat orang kita kesepian butuh teman kecanduan obat antidepressants capekkk sakit kepala tidak aku maapin orang sudah aku menderita,gabungin di grup chat orang kita kesepian butuh teman kecanduan obat antidepressants capekkk sakit kepala tidak aku maapin orang sudah aku menderita,0
sesak mana dada kiri perut sakit apa kalau bersin dahsyat sakit di lagi flu meriang badan selalu panas api lemas letih lesu hari ada enak enak,sesak mana dada kiri perut sakit apa kalau bersin dahsyat sakit di lagi flu meriang badan selalu panas api lemas letih lesu hari ada enak enak,0
pusing menerus makan pusing makan pusing tidur pusing berdiri pusing duduk pusing saat pusing pusing kepala sakit tensi normal sudah pusing,pusing menerus makan pusing makan pusing tidur pusing berdiri pusing duduk pusing saat pusing pusing kepala sakit tensi normal sudah pusing,0
enak tiba cemas panik anxienty lah badan lemes kaki lemes badan mau jatuh jantung mau berhenti nafas pendek pikiran mati dan mikirin sudah mati,enak tiba cemas panik anxienty lah badan lemes kaki lemes badan mau jatuh jantung mau berhenti nafas pendek pikiran mati dan mikirin sudah mati,0
tolong teman punya penggalaman sakit terlalu lebih kerasa tidaknyamanan kepala sebelah kiri obat terapinya ini beberapa yang saya tersiksa mohon teman,tolong teman punya penggalaman sakit terlalu lebih kerasa tidaknyamanan kepala sebelah kiri obat terapinya ini beberapa yang saya tersiksa mohon teman,0
punya sama orang teman tetangga dengan orang punya selalu menjauhi teman tetanggasaya kadang suka minder gara mereka kena imbasnya,punya sama orang teman tetangga dengan orang punya selalu menjauhi teman tetanggasaya kadang suka minder gara mereka kena imbasnya,0
baca postingan orang disini apa hubungannya anxiety gerd tidak tau yang gerd larinya cemas mentalnya kena yang gerd disuruh psikiater,baca postingan orang disini apa hubungannya anxiety gerd tidak tau yang gerd larinya cemas mentalnya kena yang gerd disuruh psikiater,0
bilang pakai obat itu bodoh aku punya asam lambung gerd anxiety sembuh total modal semangat pikiran bodoh jalan kaki dan ngilangin sensasi pakai aktifitas,bilang pakai obat itu bodoh aku punya asam lambung gerd anxiety sembuh total modal semangat pikiran bodoh jalan kaki dan ngilangin sensasi pakai aktifitas,0
parno takut mati aku tegang orang rumah gara ada kejadian brantem badan tegang itu anxiety tidak sih brantem  pernah tegang,parno takut mati aku tegang orang rumah gara ada kejadian brantem badan tegang itu anxiety tidak sih brantem pernah tegang,0
curhat baru momrasanya adil lihat suami habis kerja labas mainkadang mikir iya ingin lihat langsung anaknya anaknya ada seblnkek ya ngurus anak,curhat baru momrasanya adil lihat suami habis kerja labas mainkadang mikir iya ingin lihat langsung anaknya anaknya ada seblnkek ya ngurus anak,0
kakak yang cemas berlebihnya orang anak sakit yang cemas parah suami sakit yang cemas bisa tidur untuk sensasi apapun sudah tidak dirasa kecuali cemas,kakak yang cemas berlebihnya orang anak sakit yang cemas parah suami sakit yang cemas bisa tidur untuk sensasi apapun sudah tidak dirasa kecuali cemas,0
adakah sini merasa berapa akan mati ya penyakit ini bikin tmbh cemas sudah kepikiran itu seakan takut dibulan dibisikin pikiran solusinya ya,adakah sini merasa berapa akan mati ya penyakit ini bikin tmbh cemas sudah kepikiran itu seakan takut dibulan dibisikin pikiran solusinya ya,0
orang koq ya ulang kasih surprise teman keluarga ucapin selamat kasih kado tidak satu yang ngucapin selamat kalau aku mati hanya di lupain,orang koq ya ulang kasih surprise teman keluarga ucapin selamat kasih kado tidak satu yang ngucapin selamat kalau aku mati hanya di lupain,0
ya tiap selalu hampa kosong tidak semangat hidup skli tidak kesenangan pun tidak mengekspresikan perasaan ku apakah jalan dari ini,ya tiap selalu hampa kosong tidak semangat hidup skli tidak kesenangan pun tidak mengekspresikan perasaan ku apakah jalan dari ini,0
ya nyuci beresin rumah kaki ke badan lemes badan enak aneh perasaan enak urat kaki sakit ke mati ke bayang sudah ada,ya nyuci beresin rumah kaki ke badan lemes badan enak aneh perasaan enak urat kaki sakit ke mati ke bayang sudah ada,0
kesal punya penyakit badan panas engak panas blum axety kambuh pikiran kemana ini bisa gila ada penyakit ini pikiranya terus ada lain,kesal punya penyakit badan panas engak panas blum axety kambuh pikiran kemana ini bisa gila ada penyakit ini pikiranya terus ada lain,0
perut panas kaki yupp kaki kiri saat ini terasa panas tau  sama dong teman info nyembuhinnyaa minum obat khawatir ketergantungan,perut panas kaki yupp kaki kiri saat ini terasa panas tau sama dong teman info nyembuhinnyaa minum obat khawatir ketergantungan,0
anak dari saudara laki smua kondisi sakit thn stiap aku cek rasanya mau kenapa di rumah ada tidak tenang diq serasa tenang bisa yh,anak dari saudara laki smua kondisi sakit thn stiap aku cek rasanya mau kenapa di rumah ada tidak tenang diq serasa tenang bisa yh,0
kesal teman minum obat setahun cemas minum obat tidak karena pernah tidak minum obat badan tidak karuan terus psikiater minum obat lagi,kesal teman minum obat setahun cemas minum obat tidak karena pernah tidak minum obat badan tidak karuan terus psikiater minum obat lagi,0
tanya orang suka ngomongin teman sekarang deket sama temrn sering omonginya di gmnain teman orang gitu gitu tiba cuek cemberut aku aku gapunya salah,tanya orang suka ngomongin teman sekarang deket sama temrn sering omonginya di gmnain teman orang gitu gitu tiba cuek cemberut aku aku gapunya salah,0
tlg sakit ulu hati sebelah kanan rasanya tertekan narik nafas seperti sakit pikiran kemana takut hati  pernah tidak biar nya tenang teman,tlg sakit ulu hati sebelah kanan rasanya tertekan narik nafas seperti sakit pikiran kemana takut hati pernah tidak biar nya tenang teman,0
dikampung ku setiap rumah ada salah baca pikiran orang sangat nyaman ingin pergi merantau seperti apakah dikampung  sama ada kasih saran,dikampung ku setiap rumah ada salah baca pikiran orang sangat nyaman ingin pergi merantau seperti apakah dikampung sama ada kasih saran,0
tidak kalian sudah sembuh anxiety selang setahun sudah tidak kambuh tiba anxiety apa di lakuin pergi psikiater lagi atau nyoba lawan diri tanpa obat,tidak kalian sudah sembuh anxiety selang setahun sudah tidak kambuh tiba anxiety apa di lakuin pergi psikiater lagi atau nyoba lawan diri tanpa obat,0
ngatasi kesepian sudah tempat rame lihat orang bisa tenang akuya orang bingung cemas lihat orang pada perhatian tidak kuat ingin cabuut langsung,ngatasi kesepian sudah tempat rame lihat orang bisa tenang akuya orang bingung cemas lihat orang pada perhatian tidak kuat ingin cabuut langsung,0
saja ada orang sakit lambung dokternya pikiran istirahat cukup kalau orang tidak tau asam lambung di sebabkan pkiran bilangnya jangan makan pedes,saja ada orang sakit lambung dokternya pikiran istirahat cukup kalau orang tidak tau asam lambung di sebabkan pkiran bilangnya jangan makan pedes,0
saja ada orang sakit lambung dokternya pikiran istirahat cukup kalau orang tidak tau asam lambung di sebabkan pkiran bilangnya jangan makan pedes,saja ada orang sakit lambung dokternya pikiran istirahat cukup kalau orang tidak tau asam lambung di sebabkan pkiran bilangnya jangan makan pedes,0
susah untuk tidur sudah ngantuk sudah suka emosi iya allahhhh mata meremmm hati yang tenang tips dong ini keganggu ada mengganjal dada,susah untuk tidur sudah ngantuk sudah suka emosi iya allahhhh mata meremmm hati yang tenang tips dong ini keganggu ada mengganjal dada,0
kakak harus gimana anak umur bulan tidak bagi istirahat karena juga kerja bingung lanjut kerja tidak kerja jam pagi pulang sore tolong bantuannya aku takut kena beby blues,kakak harus gimana anak umur bulan tidak bagi istirahat karena juga kerja bingung lanjut kerja tidak kerja jam pagi pulang sore tolong bantuannya aku takut kena beby blues,0
mau kena gerd skg tidak dirasa sore perasaan gaenak cemas kadang kesemutan tangan kaki dingin ko ya semenjak sembuh gerd ngerubah hidup jadi gabisa hidup orang normal,mau kena gerd skg tidak dirasa sore perasaan gaenak cemas kadang kesemutan tangan kaki dingin ko ya semenjak sembuh gerd ngerubah hidup jadi gabisa hidup orang normal,0
yang kalau musim panas alhamdulilah sehat tapi saat musim hujan sensasi dtng sesak flu terus tengorokan berdhak tidak sembuh yang mau cerita saja,yang kalau musim panas alhamdulilah sehat tapi saat musim hujan sensasi dtng sesak flu terus tengorokan berdhak tidak sembuh yang mau cerita saja,0
pengalaman ku kerja tahun aku ngarasain sesak gelisah cemas hari hantui takut mati malam tidak tidur waktunya malam rasanya takut alkamdulilah aku bisa sembuh,pengalaman ku kerja tahun aku ngarasain sesak gelisah cemas hari hantui takut mati malam tidak tidur waktunya malam rasanya takut alkamdulilah aku bisa sembuh,0
allah tolong kakak swmuanya lagi enak ini tidur bisa tidur gelisah yang mengganjal tenggorokan dada di rumah sama anak hati sakit karena perlakuan suami sakit yang peduli,allah tolong kakak swmuanya lagi enak ini tidur bisa tidur gelisah yang mengganjal tenggorokan dada di rumah sama anak hati sakit karena perlakuan suami sakit yang peduli,0
takut jantung berdebar takut kena penyakit jantung gara yang sliweran tiktok yang meninggal gara gerd setau dia meninggalnya penyakit bwaan bukan gerd mana besok mudik cemas,takut jantung berdebar takut kena penyakit jantung gara yang sliweran tiktok yang meninggal gara gerd setau dia meninggalnya penyakit bwaan bukan gerd mana besok mudik cemas,0
curhat dikit normal kalau cowok kecil tidak pacaran punya masih smp sampai umur kepala masih single berkeinginan tidak menikah jujur takut menjalin hubungan,curhat dikit normal kalau cowok kecil tidak pacaran punya masih smp sampai umur kepala masih single berkeinginan tidak menikah jujur takut menjalin hubungan,0
dari terkena gerd anxiety sampw kadang sembuh kadang kumat kalau dhitung sudah beli rumah mobil berobat kemana uang habis tidak uang sekarang berobat bolak neh nama penyakit,dari terkena gerd anxiety sampw kadang sembuh kadang kumat kalau dhitung sudah beli rumah mobil berobat kemana uang habis tidak uang sekarang berobat bolak neh nama penyakit,0
sih orang tua suka hanya anak rumahnya padahal ngasih bantuin juga malah ada sampai dijualin tanah terus dan suami tinggal dirumah mereka selalu diremehin,sih orang tua suka hanya anak rumahnya padahal ngasih bantuin juga malah ada sampai dijualin tanah terus dan suami tinggal dirumah mereka selalu diremehin,0
sensasi tinggal pinggang seluruh punggung kerasa pegel dan tinggal pinggang yang itu sakit brasanya pegel dan hari tidak sakit tidak nyaman mungkin yang ngalamin,sensasi tinggal pinggang seluruh punggung kerasa pegel dan tinggal pinggang yang itu sakit brasanya pegel dan hari tidak sakit tidak nyaman mungkin yang ngalamin,0
cemas hari panik waktumau cerita ngeluh orang tapi orang gabakal ngerti anxiety yang di nyinyirin kurang bersyukurtiap malam ovt gabisa tidur kalopun tidur tengah malam kebangun cemas,cemas hari panik waktumau cerita ngeluh orang tapi orang gabakal ngerti anxiety yang di nyinyirin kurang bersyukurtiap malam ovt gabisa tidur kalopun tidur tengah malam kebangun cemas,0
ada gerd ngerasa kaki tangan kesemutan kepala pusing ulu hati sakit itu gerd aku cek kolesterol asam urat normal gula normal kepala pusing ke kepala telinga berdenging bingung sakit,ada gerd ngerasa kaki tangan kesemutan kepala pusing ulu hati sakit itu gerd aku cek kolesterol asam urat normal gula normal kepala pusing ke kepala telinga berdenging bingung sakit,0
teman sekelas benci sampai bully bully karena parfum ku enak dia ya dia sudah kesal mau aduin dia ke bk dia langsung maaf sama tetap bully aku sindir aku,teman sekelas benci sampai bully bully karena parfum ku enak dia ya dia sudah kesal mau aduin dia ke bk dia langsung maaf sama tetap bully aku sindir aku,0
nawarin obat herbal atao jambi percaya selamat tertipu hal karena obat herbal ada sekitarrumah sendiri yang bagus untuk lambung untuk cemasnya ada di pikiran kamu sendiri,nawarin obat herbal atao jambi percaya selamat tertipu hal karena obat herbal ada sekitarrumah sendiri yang bagus untuk lambung untuk cemasnya ada di pikiran kamu sendiri,0
pikiran q kacau aku mimpi menikah sudah aku hiraukan lha aku bukak tiktok bilang kalau mimpi menikah hidupnya akan jadi pikiran takut allah semoga terjadi anak q kecil  kah,pikiran q kacau aku mimpi menikah sudah aku hiraukan lha aku bukak tiktok bilang kalau mimpi menikah hidupnya akan jadi pikiran takut allah semoga terjadi anak q kecil kah,0
sini selalu seperti seyum soalnya seperti sudah kesal sakit hati yang selalu tidak di anggap akhirnya ber imajinasi dan seyum itu juga gila tidak,sini selalu seperti seyum soalnya seperti sudah kesal sakit hati yang selalu tidak di anggap akhirnya ber imajinasi dan seyum itu juga gila tidak,0
ayo yang tidur ada sensasi santai rileks juga gitu sama yang rasain aku rasain dulualhamdulillah skeng sembuh total takut apa dan cemas tidur badan kesal butuh istirahat,ayo yang tidur ada sensasi santai rileks juga gitu sama yang rasain aku rasain dulualhamdulillah skeng sembuh total takut apa dan cemas tidur badan kesal butuh istirahat,0
gimana deep bicara orang aku bicara orang itu belepotan bisa cari topik tidak bisa bercanda basa basi orang atau lawan bicara bosan cepat pembicaraangak teman dan musuhi orang,gimana deep bicara orang aku bicara orang itu belepotan bisa cari topik tidak bisa bercanda basa basi orang atau lawan bicara bosan cepat pembicaraangak teman dan musuhi orang,0
allah kemarin teman aura beda hari badan dari dada perut tertekan di teken susah di jelasin nafas sesak badan lemes seringg bengong anak ku bilang auranya beda badan aku takut,allah kemarin teman aura beda hari badan dari dada perut tertekan di teken susah di jelasin nafas sesak badan lemes seringg bengong anak ku bilang auranya beda badan aku takut,0
teman rumah jika anak sakit hidup ldr dari suami rumah sama anak yang besar smp kelas bungsu ku apa aku termasuk manja jika anak sakit nya ingin sekali teman malam rumah,teman rumah jika anak sakit hidup ldr dari suami rumah sama anak yang besar smp kelas bungsu ku apa aku termasuk manja jika anak sakit nya ingin sekali teman malam rumah,0
badan  dalam badan aneh tangan linu lemes malas ngomong hawanya panas dingin kenapa mikir tidak karuan anak ku umur thun ciumin terus allah jadi parno aku gimana sembuh di bully teman,badan dalam badan aneh tangan linu lemes malas ngomong hawanya panas dingin kenapa mikir tidak karuan anak ku umur thun ciumin terus allah jadi parno aku gimana sembuh di bully teman,0
sekarang merasa dunia nyata apa ku kaitkan mati tawa bisa ku kaitkan mau mati lohh kadang ulu hati sakit sudah anxiety kambuh nangis mau setiap sudah berasa orang gila sampai bilang suami ruqyah,sekarang merasa dunia nyata apa ku kaitkan mati tawa bisa ku kaitkan mau mati lohh kadang ulu hati sakit sudah anxiety kambuh nangis mau setiap sudah berasa orang gila sampai bilang suami ruqyah,0
usia tapi menderita anxiety rasakan cemas gelisah takut enak perasaan pikiran jelek buruk tahun gerd anxiety bulan merasakan takut gelisah yang aku mau bagaimana meredakan gelisah cemas takut  perasaan,usia tapi menderita anxiety rasakan cemas gelisah takut enak perasaan pikiran jelek buruk tahun gerd anxiety bulan merasakan takut gelisah yang aku mau bagaimana meredakan gelisah cemas takut perasaan,0
allah normal  lain aku ini umatmu seperti hidup senang tida bayang bayangi takut yang selalu menghantuwi pikiranku sudah yang rasa sakit di perut pikiran takut mati selalu menghantuwi allah,allah normal lain aku ini umatmu seperti hidup senang tida bayang bayangi takut yang selalu menghantuwi pikiranku sudah yang rasa sakit di perut pikiran takut mati selalu menghantuwi allah,0
susah ya sosialisasi di otak banyak di ungkapin seperti berani takut salah ngomong aku orang jawa bahasa jawa halus kalau ngomong orang yang lebih tua seperti takut soalnya tidak bisa basa,susah ya sosialisasi di otak banyak di ungkapin seperti berani takut salah ngomong aku orang jawa bahasa jawa halus kalau ngomong orang yang lebih tua seperti takut soalnya tidak bisa basa,0
sini yang minum obat tidak kemarin kontrol rs kasih obat saat kubilang keluhanku cemas panik takut penyakit berat nafas nyesek di kasih obat kira disini yang pernah minum tidak gimana reaksi minum dan membuat ketergantungan,sini yang minum obat tidak kemarin kontrol rs kasih obat saat kubilang keluhanku cemas panik takut penyakit berat nafas nyesek di kasih obat kira disini yang pernah minum tidak gimana reaksi minum dan membuat ketergantungan,0
sesak lebih sesak kadang panik sesak narik nafas dpat seperti tidak dpat oksigen tiap seperti kalau panik reda tapi seram gbnget kesal bngetapa itu ter masuk anxiety sakit jantung penyakit ya,sesak lebih sesak kadang panik sesak narik nafas dpat seperti tidak dpat oksigen tiap seperti kalau panik reda tapi seram gbnget kesal bngetapa itu ter masuk anxiety sakit jantung penyakit ya,0
curhat anak sudah menikah punya anak masih tinggal orang tuaku memang ekonomi sulit hutang dimana bebankan kesal bingung gimana pergi rumah kasihan adik ku pergi semua tanggungan di beban ke aku,curhat anak sudah menikah punya anak masih tinggal orang tuaku memang ekonomi sulit hutang dimana bebankan kesal bingung gimana pergi rumah kasihan adik ku pergi semua tanggungan di beban ke aku,0
minum obat risperidone minum cemas tambah sensasi begah perut dada nafas tidak nyaman kasih obat di karenakan stock obat olanzapine di rumah sakit biasa aku konsumsi habis obat yang ini malah tidak cocok aku,minum obat risperidone minum cemas tambah sensasi begah perut dada nafas tidak nyaman kasih obat di karenakan stock obat olanzapine di rumah sakit biasa aku konsumsi habis obat yang ini malah tidak cocok aku,0
allah sedih kenapa penyakit masih rasakan sampai ada kata yang inggin tulis curhatkan sensasi sudah di landa kecemasan axiaty gerd dispesia ya allah masa inggin bahagia anak suami hilang terbuang sakit sensasi,allah sedih kenapa penyakit masih rasakan sampai ada kata yang inggin tulis curhatkan sensasi sudah di landa kecemasan axiaty gerd dispesia ya allah masa inggin bahagia anak suami hilang terbuang sakit sensasi,0
teman kasih saran bingung lama nganggur jarang bergaul aku besok tawarin kerja pabrik waskita aku susah bergaul orang aku takut ada teman kerja saran domg bagaimama perkenalan oramg di tempat kwrja cepat akrab aku bingung,teman kasih saran bingung lama nganggur jarang bergaul aku besok tawarin kerja pabrik waskita aku susah bergaul orang aku takut ada teman kerja saran domg bagaimama perkenalan oramg di tempat kwrja cepat akrab aku bingung,0
ya badan aneh enak sakit badan badan ringan berasa aku cubit gemeteran lemes badan tatapan pikiran kosong perasaan enak dada berdebar tenggorokan sesak perut tidak sakit tidak mual tidak perih badan hari aneh kosong,ya badan aneh enak sakit badan badan ringan berasa aku cubit gemeteran lemes badan tatapan pikiran kosong perasaan enak dada berdebar tenggorokan sesak perut tidak sakit tidak mual tidak perih badan hari aneh kosong,0
allah tolong lagi panik badan lemes nafas sesak keringet dingin dari padahal pakai ac keringetan keringet dingin kepala serasa berat tangan sebelah kiri aga pegel jantung berdebar debartadi minum obat lambung di kerok tau saja keringet dinginapa yang ngerasain,allah tolong lagi panik badan lemes nafas sesak keringet dingin dari padahal pakai ac keringetan keringet dingin kepala serasa berat tangan sebelah kiri aga pegel jantung berdebar debartadi minum obat lambung di kerok tau saja keringet dinginapa yang ngerasain,0
introvert parah pernah rumah juga keluarga miskin sekarang sakit bingung dijodohkan sese tua benar siap kondisi aku seperti aku coba membatalkannya tapi tidak aku mohon solusinya yang aku lakukan,introvert parah pernah rumah juga keluarga miskin sekarang sakit bingung dijodohkan sese tua benar siap kondisi aku seperti aku coba membatalkannya tapi tidak aku mohon solusinya yang aku lakukan,0
tanya sini habis infus sakit lambung aku rasain sakit mual muntah perut sakit kepala pusing katanya lambung rawat sehari habis pulang setelah badan kerasa enak mau badan dinginnn panas habis turun nanti panas dingin itu ya,tanya sini habis infus sakit lambung aku rasain sakit mual muntah perut sakit kepala pusing katanya lambung rawat sehari habis pulang setelah badan kerasa enak mau badan dinginnn panas habis turun nanti panas dingin itu ya,0
yang seperti dengar bunyi suka emosian gampang marah keluarga suka bkin panik di cemas kalau makan tidak pernah barengan sendiri sering makan bareng keluarga keluarga tidak makan barengan aku bingung yang salah aku selalu membuatku mental jatuh,yang seperti dengar bunyi suka emosian gampang marah keluarga suka bkin panik di cemas kalau makan tidak pernah barengan sendiri sering makan bareng keluarga keluarga tidak makan barengan aku bingung yang salah aku selalu membuatku mental jatuh,0
yang seperti dengar bunyi suka emosian gampang marah keluarga suka bkin panik di cemas kalau makan tidak pernah barengan sendiri sering makan bareng keluarga keluarga tidak makan barengan aku bingung yang salah aku selalu membuatku mental jatuh,yang seperti dengar bunyi suka emosian gampang marah keluarga suka bkin panik di cemas kalau makan tidak pernah barengan sendiri sering makan bareng keluarga keluarga tidak makan barengan aku bingung yang salah aku selalu membuatku mental jatuh,0
teman mohon bantuannya mau cerita orang tua tentang kesalahan besat sudah perbuat tutupi tahun mulai dsri takut orangtua aku kaget sakit aku takut jadi beban pikiran mereka aku mau an nyimpan bangkai suagu pasti tercium baunya aku harus gimana,teman mohon bantuannya mau cerita orang tua tentang kesalahan besat sudah perbuat tutupi tahun mulai dsri takut orangtua aku kaget sakit aku takut jadi beban pikiran mereka aku mau an nyimpan bangkai suagu pasti tercium baunya aku harus gimana,0
kadang ngerasa sakit di berpikir orang mengerti nya orang bisa semangat yang kira bisa mendengar mau meluangkan buat ternyata risih dia yang aku kira menyayangi aku dan mengkhawatirkan aku ternyata peduli sekali aku,kadang ngerasa sakit di berpikir orang mengerti nya orang bisa semangat yang kira bisa mendengar mau meluangkan buat ternyata risih dia yang aku kira menyayangi aku dan mengkhawatirkan aku ternyata peduli sekali aku,0
yang ngerasa suka panik ngerasa mau pingsan kesiksa punya penyakit sampai gabisa kerja di sinisin orang rumah sehat tidak kerja di sehat sehat bangun dibilang sakit sakit suka lemes badan panas mau pingsan sudah bulan terus  perubahan,yang ngerasa suka panik ngerasa mau pingsan kesiksa punya penyakit sampai gabisa kerja di sinisin orang rumah sehat tidak kerja di sehat sehat bangun dibilang sakit sakit suka lemes badan panas mau pingsan sudah bulan terus perubahan,0
mau curhat dongkenapa rasanya sakit kalau anak milih dengerin orang dari kandungnyaapa orang mempengaruhi anak kita orang pernah sering nyakiti perasaan kitanah gimana ibu biyar anak mengerti yang rasakn ibu nya dia itu anak masih masih duduk di taman bermain,mau curhat dongkenapa rasanya sakit kalau anak milih dengerin orang dari kandungnyaapa orang mempengaruhi anak kita orang pernah sering nyakiti perasaan kitanah gimana ibu biyar anak mengerti yang rasakn ibu nya dia itu anak masih masih duduk di taman bermain,0
cerita sihkalau waktu di putar ingin menikah orang aku cintai aku ingin menikah orang cinta lebih aku dia memahi ku mengagap bebanbahkan nafkah tidak di kasih aku harus rela ngorbananin harga aku meminjam uang deni membeli susu anak ku,cerita sihkalau waktu di putar ingin menikah orang aku cintai aku ingin menikah orang cinta lebih aku dia memahi ku mengagap bebanbahkan nafkah tidak di kasih aku harus rela ngorbananin harga aku meminjam uang deni membeli susu anak ku,0
tahun keluar rumah gerd anxaity parahsembuh minggukumat sampai bulangitu trustapi tau yang sebenar terjadi dngan kita tau kunci nyasekarang aku kemana branimakan saja bisaudah makan pedas santan asam pikiran sudah normal ada cemas happymudah simple nya,tahun keluar rumah gerd anxaity parahsembuh minggukumat sampai bulangitu trustapi tau yang sebenar terjadi dngan kita tau kunci nyasekarang aku kemana branimakan saja bisaudah makan pedas santan asam pikiran sudah normal ada cemas happymudah simple nya,0
nikmati sensasi  takut anxiety sayang anxiety ingin kita yang buruk harus baik anxiety mengajarkan betah susah nya hidup bersabar mensyukuri mengikhlaskan yang semu terjadi kalian takut anxiety tidak mati gerd tidak mati mati sudah,nikmati sensasi takut anxiety sayang anxiety ingin kita yang buruk harus baik anxiety mengajarkan betah susah nya hidup bersabar mensyukuri mengikhlaskan yang semu terjadi kalian takut anxiety tidak mati gerd tidak mati mati sudah,0
curhat ya teman kesal dirumah rumah itu nyiksa rumah paling menakutkan tempat memberikan aku luka trauma tekanan jujur aku kesal sama ini itu seperti ingin pergi rumah aku bisa aku sekolahadakah yang mau kasih masukan aku,curhat ya teman kesal dirumah rumah itu nyiksa rumah paling menakutkan tempat memberikan aku luka trauma tekanan jujur aku kesal sama ini itu seperti ingin pergi rumah aku bisa aku sekolahadakah yang mau kasih masukan aku,0
ada sih diperbud oleh maksutnya aku kaalo makan ada jamnya kalau pagi makan jam pagi siang jam lewatmakan jam sorejam lewatdan aku makan jam tidurdan tiap aku lakukan aku frust akan jam makan difikiran ku taunya makan makan makan karena makan penennang terbaik saat ini,ada sih diperbud oleh maksutnya aku kaalo makan ada jamnya kalau pagi makan jam pagi siang jam lewatmakan jam sorejam lewatdan aku makan jam tidurdan tiap aku lakukan aku frust akan jam makan difikiran ku taunya makan makan makan karena makan penennang terbaik saat ini,0
slamat pagi curhat anak tk teman sering mengucilkan anak menghasut teman supaya mau berteman anak ini solusi gimana kakak anak berani pada dengan dirinya biar ada teman dia senang kita bisa memaksa anak supaya mau berubah umur yang masih labil,slamat pagi curhat anak tk teman sering mengucilkan anak menghasut teman supaya mau berteman anak ini solusi gimana kakak anak berani pada dengan dirinya biar ada teman dia senang kita bisa memaksa anak supaya mau berubah umur yang masih labil,0
